,rank,tax_id,tax_name,colind,CC11CM49,CC11CM22,CC11CM5,CC11CM20,CC11CM12,CC11CM68,CC11CM2,CC11CM58,CC11CM95,CC11CM17,CC11CM87,CC11CM48,CC11CM35,CC11CM66,CC11CM1,CC11CM84,CC11CM21,CC11CM39,CC11CM0,CC11CM63,CC11CM44,CC11CM55,CC11CM41,CC11CM25,CC11CM69,CC11CM11,CC11CM89,CC11CM96,CC11CM47,CC11CM40,CC11CM83,CC11CM15,CC11CM70,CC11CM73,CC11CM7,CC11CM33,CC11CM18,CC11CM98,CC11CM36,CC11CM8,CC11CM82,CC11CM26,CC11CM9,CC11CM94,CC11CM78,CC11CM81,CC11CM38,CC11CM75,CC11CM28,CC11CM32,CC11CM88,CC11CM54,CC11CM16,CC11CM4,CC11CM67,CC11CM27,CC11CM79,CC11CM72,CC11CM42,CC11CM76,CC11CM77,CC11CM57,CC11CM56,CC11CM62,CC11CM99,CC11CM64,CC11CM37,CC11CM10,CC11CM97,CC11CM93,CC11CM23,CC11CM61,CC11CM14,CC11CM59,CC11CM60,CC11CM46,CC11CM45,CC11CM53,CC11CM6,CC11CM43,CC11CM71,CC11CM3,CC11CM86,CC11CM29,CC11CM31,CC11CM30,CC11CM19,CC11CM85,CC11CM80,CC11CM24,CC11CM52,CC11CM91,CC11CM90,CC11CM13,CC11CM92,CC11CM51,CC11CM65,CC11CM74,CC11CM34,CC11CM50
10,genus,872,Desulfovibrio,AF053752.1.1540,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,genus,29465,Veillonella,AF473834.1.1411,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,genus,1164882,Lachnoanaerobaculum,AGEL01000014.278829.280347,103.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,324.0,16.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,7.0,306.0,133.0,,,,,,,489.0,,,,,,,,,,,,,109.0,,,,286.0,45.0,,,82.0,
13,genus,816,Bacteroides,AGXJ01000051.206882.208401,1726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,genus,848,Fusobacterium,AJ006965.1.1456,1640.0,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,,,,,,,2641.0,,,,,,,,,,,,,,,,,,,,,,
15,genus,1506553,Lachnoclostridium,AJ132842.30.1345,1829.0,,,,,,,,,,,,,,,,,,38.0,,32.0,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,629.0,,,,1018.0,146.0,,,362.0,,,454.0,,216.0,,1148.0,,,433.0,,,,,,,,,,1601.0,,,,,,879.0,,,,865.0,,,,,,,,,,,,,,
16,genus,216851,Faecalibacterium,AJ270469.1.1466,3241.0,,,,,,,,,,,,,,,,,,,,,,,,2176.0,,,,,,6948.0,,,,3139.0,,,,,,,,,,,,,,,,,,,,,6714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8977.0,,,,,,,,,,,,5269.0,,,
17,genus,816,Bacteroides,AJ867045.1.1474,3074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,genus,816,Bacteroides,ASSP01000032.16.1532,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,genus,1678,Bifidobacterium,AXVO01000009.222.1744,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,order,186802,Clostridiales,AY136666.1.1483,14.0,,,,3.0,13.0,,4.0,36.0,15.0,,8.0,17.0,5.0,,,5.0,1.0,,,,1.0,,,,,,,,,,,,6.0,,18.0,,10.0,8.0,,,3.0,12.0,,5.0,27.0,,,12.0,6.0,,,1.0,,20.0,,5.0,4.0,4.0,,,4.0,,9.0,22.0,,,,,,19.0,,,12.0,,,,,,,,,,15.0,3.0,13.0,6.0,1.0,,,,,,5.0,8.0,,,,,
21,genus,39948,Dialister,AY162469.1.1524,3167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,genus,816,Bacteroides,BAKJ01000105.14.1519,1043.0,,,,,,,,,,,,,,,,4206.0,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,superkingdom,2,Bacteria,CCDQ010000021.88272.89763,1035.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,641.0,,,,,,,,,,,,,,241.0,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,genus,397864,Barnesiella,CP007034.620467.622007,933.0,,,,,,,1889.0,,,,,,,,,,,2475.0,,,,,,,,,,,,,,,,,,1832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582.0,,,,,,,,,623.0,,,,,,,,,,,,,,,,
25,genus,29465,Veillonella,DQ003631.1.1486,197.0,,,86.0,56.0,268.0,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,100.0,,,61.0,,,,,,,,347.0,,,,43.0,,,,,,,,,,,,,,,,,81.0,,,,,,,,,82.0,,,66.0,,268.0,
26,genus,29465,Veillonella,EF108446.1.1344,126.0,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,genus,816,Bacteroides,GM884497.1.1501,5089.0,,,,,,,,,,,,,,,,,,755.0,,,,,,,,,,,,,,,,,882.0,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,
28,order,186802,Clostridiales,GU086205.1.1480,73.0,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,217.0,,,,,,,23.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,genus,1380,Atopobium,HM007563.1.1331,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,
30,genus,191303,Turicibacter,HQ428099.1.1438,23.0,,,,,8.0,43.0,,,83.0,,,,,,,,243.0,,,,35.0,,,60.0,,,,,,,,,,1.0,,,,,,,,19.0,124.0,,145.0,,,30.0,,,,,,166.0,20.0,,,,68.0,,61.0,,40.0,,45.0,,,,,13.0,,,,,47.0,,,,,,140.0,,,47.0,,,,,,21.0,96.0,120.0,,,,,,4.0,46.0
31,genus,1678,Bifidobacterium,JDUH01000010.216.1717,856.0,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,family,1903411,Yersiniaceae,JN600323.1.1530,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,order,206351,Neisseriales,JN664092.1.1344,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,genus,590,Salmonella,JNPD01000024.1.1507,126.0,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,1260.0,,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,
35,order,186802,Clostridiales,KC311367.1.1475,1.0,,,8.0,,,,,,12.0,12.0,,,,4.0,,,3.0,,,,,,,8.0,5.0,,,,,3.0,,,,,,13.0,,,,5.0,,,,,,,3.0,,4.0,,,,,,,,,,6.0,13.0,,15.0,,,,,,32.0,,,,,,,,,,,,,19.0,,,,,,,,,,,9.0,,,,,,,17.0
36,genus,1578,Lactobacillus,KJ128232.1.1525,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,genus,1164882,Lachnoanaerobaculum,NR_025525.1,121.0,,,80.0,,,91.0,,,,,,,,,,,,,57.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,17.0,,,,,,,,,,20.0,,,,,,69.0,,,,70.0,,,,,17.0,,,,,44.0,,35.0,,,,,,,81.0,2.0,,36.0,
38,genus,620,Shigella,NR_025569.1,283.0,,3327.0,671.0,5038.0,,,,,1718.0,20.0,,2701.0,,,68.0,,,,6399.0,342.0,,,390.0,,,14.0,8139.0,,3020.0,5.0,,,,,,,3.0,,,,729.0,,,9120.0,15.0,2993.0,,,,,,,,,,,8015.0,,1152.0,,,,,,,,,,,3177.0,637.0,,1193.0,,,,,,,,,,3022.0,,,1138.0,60.0,11.0,,,1050.0,,,,,,,,
39,order,186802,Clostridiales,NR_029160.1,3634.0,,,,,,,,,,,,,,612.0,,,,,486.0,,,,,2642.0,,,4326.0,,,,,,,,,,,,850.0,,276.0,,,,,,,,,,,1126.0,175.0,,2030.0,,1908.0,775.0,,512.0,,,,2537.0,,,506.0,,,,1106.0,,,,1173.0,,,,,,2207.0,,,,1549.0,,1647.0,,,,,,,,,,,,
40,family,1843491,Selenomonadaceae,NR_041590.1,17.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,21.0,,,,,14.0,,64.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,24.0,,,,,,,76.0,,,,,,,
41,order,80840,Burkholderiales,NR_041667.1,975.0,,,,,,106.0,,,,,,,,,,,,,,,,,,2153.0,,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.0,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,3049.0,,,,
42,genus,29465,Veillonella,NR_041880.1,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,phylum,1239,Firmicutes,NR_041940.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,genus,816,Bacteroides,NR_042499.1,2209.0,,,,,,,,,2159.0,,,,,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.0,,,,,,,,,,,,,,,,
45,order,909929,Selenomonadales,NR_074306.1,15.0,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,phylum,976,Bacteroidetes,NR_074535.1,384.0,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,416.0,,,,
47,family,186803,Lachnospiraceae,NR_074634.1,7.0,,,,34.0,,18.0,,42.0,,39.0,47.0,141.0,64.0,6.0,,13.0,13.0,21.0,42.0,26.0,,,42.0,32.0,31.0,104.0,98.0,28.0,,30.0,,52.0,,38.0,26.0,8.0,19.0,,,74.0,38.0,,50.0,49.0,78.0,19.0,,,43.0,,,58.0,21.0,66.0,7.0,,49.0,63.0,,,80.0,55.0,54.0,,,60.0,,175.0,36.0,46.0,73.0,76.0,7.0,36.0,3.0,68.0,21.0,23.0,,,,50.0,16.0,63.0,,10.0,22.0,45.0,28.0,31.0,,,,,51.0,58.0,11.0,,
48,genus,216851,Faecalibacterium,NR_104846.1,987.0,1761.0,521.0,,1168.0,,769.0,2162.0,2476.0,714.0,685.0,,3102.0,1185.0,2584.0,663.0,18.0,2407.0,2284.0,61.0,165.0,1896.0,499.0,320.0,1171.0,613.0,1306.0,,,474.0,,903.0,706.0,2007.0,792.0,913.0,1972.0,,1508.0,694.0,1081.0,1249.0,1166.0,3133.0,1705.0,4706.0,,604.0,1296.0,248.0,2238.0,607.0,,,704.0,1698.0,1233.0,1355.0,1432.0,164.0,3.0,1423.0,315.0,3241.0,1608.0,1688.0,1304.0,305.0,,,1320.0,2751.0,2578.0,613.0,,550.0,644.0,506.0,1065.0,1611.0,3312.0,1240.0,3963.0,3004.0,2539.0,1449.0,101.0,2531.0,,2119.0,,,1093.0,787.0,2871.0,1071.0,1574.0,,1192.0,1140.0
49,genus,590,Salmonella,NR_104940.1,82.0,22.0,,,,,,,,4900.0,,,6691.0,4255.0,,,,,,2244.0,537.0,,,1804.0,,,9.0,,,1059.0,10.0,,,,,6339.0,,9.0,,,12.0,464.0,,,,10.0,,,,,16.0,,,,,,3005.0,,,,,,,,,,,,,,1114.0,1816.0,,,,,,,,,2369.0,,72.0,,,,,,33.0,,,468.0,,,,1534.0,,,,
50,order,1970189,Marinilabiliales,NR_113152.1,1102.0,,,,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.0,,,943.0,,,,812.0,,,,1212.0,,,2413.0,2098.0,,,,,,,,,,,,631.0,,,,,,,,,,,,,
51,order,186802,Clostridiales,NR_113323.1,68.0,,,,,,,,,,,,,,14.0,,,,,307.0,,,,,,,,,175.0,,,211.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,315.0,,,
52,order,186802,Clostridiales,NR_113408.1,286.0,439.0,,,,392.0,,,,,,,,263.0,,133.0,,,,,199.0,,187.0,90.0,,,104.0,339.0,12.0,,16.0,,,,14.0,,,458.0,,,,,,195.0,,,,,,,,,123.0,,,,28.0,723.0,,,280.0,,,,,,,,361.0,,,,,,,,,429.0,355.0,313.0,474.0,377.0,271.0,,,,,,,,,,,,,,,101.0,,
53,family,543,Enterobacteriaceae,NR_114080.1,61.0,7.0,,1505.0,,,,,,,58.0,1239.0,1721.0,,,,,,,,,,,805.0,,3075.0,,,,,7.0,,,,3517.0,1631.0,,4.0,,44.0,,,,,,34.0,1049.0,2927.0,,,48.0,,,,,,,,,,,,,3997.0,,,,442.0,,,,,,,,,,,,,,,25.0,,4451.0,,459.0,,,,,305.0,,,,394.0,,2235.0,,
54,genus,162289,Peptoniphilus,NR_117515.1,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,family,543,Enterobacteriaceae,NR_125587.1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,family,2304686,Hungateiclostridiaceae,NR_126170.1,1075.0,,,,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,genus,2375,Sporomusa,X72867.1.1547,419.0,154.0,,,,,,,,,,,,331.0,,,,,,,,,,199.0,670.0,,,,,,,659.0,,,290.0,,,,547.0,,,,,976.0,,,,,1107.0,,880.0,644.0,490.0,,,,471.0,,,,,,362.0,,,489.0,422.0,,,,566.0,,31.0,,41.0,282.0,299.0,,,594.0,,,,,613.0,,,332.0,112.0,968.0,183.0,810.0,500.0,,,,789.0,,,1122.0
58,genus,1506553,Lachnoclostridium,AAVP02000040.351.1861,,655.0,,,,,3049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,genus,816,Bacteroides,AB200217.1.1490,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.0,,,,,3336.0,,,,99.0,,,,,,,,,308.0,,,,,,,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,order,171549,Bacteroidales,AB253730.1.1456,,560.0,,,,,,,,730.0,,,,,,,,2077.0,4656.0,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,887.0,,,,,,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,order,80840,Burkholderiales,AB370250.1.1494,,819.0,,,1247.0,,,,1956.0,,,,,,837.0,,,,,,,,,,,,,,,,1339.0,,,,,,,,,,,,,,,,,,1702.0,,,,,280.0,,,,,,,,1702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487.0,,,,,
62,genus,1301,Streptococcus,AB469560.1.1552,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0,,,,,,,,,,282.0,,1541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,genus,816,Bacteroides,AB547645.1.1493,,502.0,,,,,,,173.0,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,854.0,,,,,,,,,221.0,,,,,,,,1426.0,,,,,,,,1327.0,,,,,,3691.0,,,666.0,,,,,,,,,,,,,,,1090.0,,,,1019.0,,,,633.0,,,,,,
64,order,171549,Bacteroidales,AB547651.1.1480,,157.0,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,71.0,,,,129.0,,,,,31.0,,,,,,,,319.0,,,,474.0,,,,,,,,10.0,,,124.0,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,95.0,,,,,288.0
65,family,31977,Veillonellaceae,AB639142.1.1524,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,
66,genus,1301,Streptococcus,AB668377.1.1550,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,order,186802,Clostridiales,AB671763.1.1497,,11.0,,,,,,,,,,,,16.0,,,,,,,,,,,,9.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,,,,,,,,,,1.0,,,,,,,,10.0,,,,,,3.0,,,,,,,
68,genus,1506553,Lachnoclostridium,AB698912.1.1514,,121.0,,265.0,148.0,108.0,,,,,50.0,,4.0,,,,,307.0,,,262.0,,,,92.0,,13.0,,,96.0,,239.0,,,446.0,,,108.0,,,225.0,,172.0,,,,90.0,,,37.0,80.0,232.0,,261.0,,,,,33.0,,,,,,456.0,530.0,,,,,,,,,,426.0,,,,,,,400.0,,,,165.0,100.0,,242.0,,,,,264.0,640.0,,373.0,,
69,family,2304686,Hungateiclostridiaceae,AB793710.1.1451,,63.0,,,9.0,,239.0,,,45.0,,76.0,116.0,,75.0,,,40.0,46.0,36.0,73.0,,,37.0,16.0,50.0,114.0,,2.0,,71.0,45.0,,,,73.0,59.0,,44.0,18.0,83.0,,20.0,,88.0,51.0,64.0,28.0,3.0,22.0,56.0,,5.0,,,74.0,49.0,36.0,94.0,,,140.0,,26.0,49.0,47.0,,41.0,,73.0,54.0,,39.0,19.0,,96.0,,,,,30.0,16.0,145.0,,,66.0,15.0,,,10.0,19.0,81.0,28.0,,,,37.0,,,83.0
70,family,186803,Lachnospiraceae,AB910751.1.1495,,1603.0,,,,,1557.0,,2134.0,,,,,667.0,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,883.0,,,,,,328.0,,127.0,,,3198.0,,,,387.0,,,,,498.0,,,,1072.0,,,,,,547.0,,,,555.0,,,,,,,,,,,,,,,,,,,,,,,,
71,phylum,976,Bacteroidetes,AB916502.1.1486,,127.0,,,,,,,,,359.0,,,,,,,86.0,27.0,19.0,,,,,,,,40.0,28.0,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,46.0,,,,,,,44.0,,,,,,132.0,,,,39.0,,42.0,,,,64.0,,,,,66.0,,,,,,34.0,,,,,,,82.0,,
72,genus,653683,Anaerosporobacter,ABAX03000031.168.1689,,842.0,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,genus,816,Bacteroides,ABFZ02000010.54.1555,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,,,,,,,,,,,,,,,,,,,,,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,genus,816,Bacteroides,ABIY02000050.88545.90060,,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941.0,,,,,,,,,,,,1203.0,,,,,,,,,,,,,,,
75,genus,838,Prevotella,ADDV01000091.4092.5603,,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,phylum,976,Bacteroidetes,ADMC01000025.1.1458,,224.0,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,
