,community,sourceSeq,seqID,organism,ncbi_tax_id,multiplicity
144,CC11CM10,AF010252.1.1373,CC11CM10SCRe41532de167b42eb8a4496dead014712,Klebsiella granulomatis,39824,32
145,CC11CM10,AGEL01000006.263.1781,CC11CM10SCRd5b165300e954a4c887c38bd65a9eb09,Stomatobaculum longum,796942,105
146,CC11CM10,AJ297217.1.1479,CC11CM10SCRf16f8b3cf0474dc0a28b98037d34ce67,Streptococcus pasteuri,142596,1572
147,CC11CM10,AJTZ01000001.3595.5157,CC11CM10SCR43c0b715176941e497a8176470880a41,Streptococcus ratti,1301,1025
148,CC11CM10,AM055815.1.1411,CC11CM10SCReabb65c958064ea99a09929f896ea1b8,Roseburia intestinalis,166486,21
149,CC11CM10,AP012044.420887.422420,CC11CM10SCR863f1b2ea22844219c18843186d74f12,Oscillibacter valericigenes,459786,478
150,CC11CM10,AQOB01000015.415037.416554,CC11CM10SCRe84ed46cbcb149b181e45672df301f92,Butyricicoccus pullicaecorum,580596,23
151,CC11CM10,ATFP01000001.74465.75979,CC11CM10SCR8b60601831f145c8bc5de9b9afea5021,Bacteroides stercoris,1073351,1603
152,CC11CM10,AY560020.1.1493,CC11CM10SCRe2d77dbc4f0f46e8ab282decc7aa2e63,Odoribacter denticanis,283169,691
153,CC11CM10,AY879308.1.1519,CC11CM10SCRb0f6e26a60db45958dd703fd5eba954f,Abiotrophia defectiva,46125,187
154,CC11CM10,AZJF01000011.59.1577,CC11CM10SCRe7bda5cc11bc4c959b6bf798486533f5,Ruminococcus gnavus,1073375,354
155,CC11CM10,DQ003631.1.1486,CC11CM10SCRb1d33b23a5ce4a94899d0f55828c88b4,Veillonella genomosp,29465,43
156,CC11CM10,FJ822354.1.1358,CC11CM10SCRf4e34fc781384e3c9dafefbef2c9ad19,Porphyromonas levii,28114,310
157,CC11CM10,GM884498.1.1485,CC11CM10SCR499f286f182f48338faaa2b64e77c2ff,Bacteroides denticanum,266833,1027
158,CC11CM10,GU086204.1.1481,CC11CM10SCR7eb64577769947e5a76f389a4152ce8c,Flavonifractor plautii,292800,106
159,CC11CM10,HQ449185.1.1524,CC11CM10SCR65a8bae9c8c74638a74231afdde8518e,Pectobacterium cacticida,69221,4
160,CC11CM10,HQ457029.1.1406,CC11CM10SCRf4f58e78192743dfa3ae47990e1f2b3c,Faecalibacterium prausnitzii,853,6035
161,CC11CM10,JF272614.1.1438,CC11CM10SCR0cb66c2b990a41f4b2a8434a1bc1c121,Citrobacter amalonaticus,35703,37
162,CC11CM10,JF824799.1.1423,CC11CM10SCR9e638fc9674b4c3687ff59d481559e4c,Alistipes timonensis,1033731,3310
163,CC11CM10,JGEU01000051.719.2233,CC11CM10SCRd9cb92daf546400792436693fdb04c85,Bacteroides fragilis,816,542
164,CC11CM10,JGYX01000004.1.1513,CC11CM10SCRd2354ecec834420090c17b666a774aba,Bifidobacterium gallinarum,78344,539
165,CC11CM10,JGZB01000001.80100.81622,CC11CM10SCRfd948033b8fd43deb0baae9a6b22728e,Bifidobacterium magnum,1692,189
166,CC11CM10,JN703378.1.1490,CC11CM10SCR8511c239f5c045bbb5a7d973999d18e0,Coprobacter fastidiosus,1099853,118
167,CC11CM10,JNHQ01000184.8.1440,CC11CM10SCR80aa052b5b2f4dc9af775d902b2fa213,Parabacteroides distasonis,375288,946
168,CC11CM10,JNPD01000024.1.1507,CC11CM10SCR38894fb9e7bf405d9163a14bfd5daae3,Escherichia coli,561,1260
169,CC11CM10,JPEN01000064.172.1745,CC11CM10SCR998e7df2b8ec49a6ad3188c25140ffda,Streptococcus sinensis,176090,3523
170,CC11CM10,JRNT01000047.108.1676,CC11CM10SCR3d0194a68f9e41aebe9060a79cea0182,Veillonella montpellierensis,1401067,170
171,CC11CM10,JX155417.1.1465,CC11CM10SCR9868b95b080647e5b5cef4abdabf63f5,Enterobacter cloacae,547,81
172,CC11CM10,NR_024816.1,CC11CM10SCR601cf20c7a2b4c79bd6325adcdf52652,Prevotella salivae,228604,5312
173,CC11CM10,NR_025670.1,CC11CM10SCR2fc5f564f43142ee929bf0b62b804ef8,Pseudoflavonifractor capillosus ATCC 29799,411467,6
174,CC11CM10,NR_025981.1,CC11CM10SCR231dbb8c877a47688ccf5dd3ac2a4b0b,Butyrivibrio fibrisolvens,831,47
175,CC11CM10,NR_026093.1,CC11CM10SCR19bf8a1c61f14c8ab66f8ad13361c97e,Atopobium parvulum,1382,168
176,CC11CM10,NR_026336.1,CC11CM10SCR416e2a227b144134badfc8c2b74dc435,Clostridium vincentii,52704,38
177,CC11CM10,NR_028883.1,CC11CM10SCR46057e4ab43b479cae192bb904e21557,Dorea longicatena,88431,1051
178,CC11CM10,NR_028915.1,CC11CM10SCRee05bc5a474b48cfb4efb81bcc1583d8,Anaerostipes caccae,105841,725
179,CC11CM10,NR_029160.1,CC11CM10SCR3d2b6d328685425da8206cb5472a1146,Ruminococcus callidus,40519,506
180,CC11CM10,NR_041461.1,CC11CM10SCRbb1b0db6481d416aa91d2388b346da3e,Bacteroides coprophilus,387090,2230
181,CC11CM10,NR_041627.1,CC11CM10SCR73b95f0410954e1a9a123d868a1df373,Paraprevotella xylaniphila YIT 11841,762982,312
182,CC11CM10,NR_042406.1,CC11CM10SCR2d005b8c704549c2918d9f0af03eb043,Enterococcus termitis,332950,1
183,CC11CM10,NR_043656.1,CC11CM10SCRb9a1892e18554a52ab77a7b957ba6811,Megasphaera sueciensis,349094,21
184,CC11CM10,NR_074613.1,CC11CM10SCR8b9594aa893d4f8580898af1aecc0748,[Eubacterium] eligens ATCC 27750,515620,243
185,CC11CM10,NR_104846.1,CC11CM10SCR528b8401abe84ae68267aaea48c32546,Gemmiger formicilis,745368,305
186,CC11CM10,NR_112037.1,CC11CM10SCR34408ad1b4b3417686af12f12611fc05,[Clostridium] josui,1499,664
187,CC11CM10,NR_112933.1,CC11CM10SCR562dc0188bd44d17a7875cff4e19b6c7,Bacteroides cellulosilyticus,246787,756
188,CC11CM10,NR_113328.1,CC11CM10SCRf876b290b8004efe8e31ff5f9507d9e0,Parasutterella secunda,626947,405
189,CC11CM10,NR_113376.1,CC11CM10SCRff1f011fa86a476c9470e89e24e1c2c9,Veillonella criceti,103891,68
190,CC11CM10,NR_114080.1,CC11CM10SCR8c35e404a0bd4051a655e2d75ec2a4f5,Escherichia vulneris,566,442
191,CC11CM10,NR_118554.1,CC11CM10SCRcfb39721b318424caea61c8f616987ad,Intestinimonas butyriciproducens,1297617,9
192,CC11CM10,NR_121725.1,CC11CM10SCR7f1690ecef2741f5bac96fcad2750f48,Eubacterium acidaminophilum,1731,694
193,CC11CM10,NR_133689.1,CC11CM10SCR0c505db3d3f54bfea031cd3482b4eed5,Aestuariispira insulae,1461337,806
194,CC11CM10,X99236.1.1510,CC11CM10SCRa2b339b3d2564d0e953c6c4bb2302797,Desulfovibrio africanus,873,21
195,CC11CM11,AB513669.1.1300,CC11CM11SCRf48d119b6b68465e9b12003c331a544c,Streptococcus fryi,661498,207
196,CC11CM11,AB547648.1.1487,CC11CM11SCRbfc4ffd465a749c1889868c1871d7304,Odoribacter laneus,626933,413
197,CC11CM11,AB661433.1.1495,CC11CM11SCRe2c51dda97c846c7948f7aefede00468,Roseburia faecis,301302,265
198,CC11CM11,AB671763.1.1497,CC11CM11SCR3768da72e88c4308ac3fbb92fb322797,Catabacter hongkongensis,270498,9
199,CC11CM11,AB698914.1.1392,CC11CM11SCR1b9f6dea34c14f6999d4e53e617811bd,Fusicatenibacter saccharivorans,1150298,45
200,CC11CM11,AB793710.1.1451,CC11CM11SCR71ceebc3d8414753a016f35e1597de22,Anaerobacterium chartisolvens,1297424,50
201,CC11CM11,ABFZ02000011.1.1404,CC11CM11SCRa4e2ffab9e6e447eabad95d812ee30a9,Bacteroides stercoris,449673,499
202,CC11CM11,ACBZ01000217.267.1788,CC11CM11SCRc00c3c26423f4a7cbdb4e074ea180885,Blautia hydrogenotrophica,476272,886
203,CC11CM11,ACIJ02000018.407302.408819,CC11CM11SCR60c333f13cae48d388016312b9ce6db4,Prevotella tannerae,626522,373
204,CC11CM11,ADLE01000001.1593.3112,CC11CM11SCRe11c739079604293aab94b9a2829bcd5,Barnesiella intestinihominis,742726,63
